survey,row_id,col,text,lang,sentiment,sentiment_score,topic,topic_score
canteen,63,18,Порции маленькие,ru,neu,0.8294336795806885,portions,0.624064564704895
canteen,64,18,Всё отлично,ru,pos,0.9809096455574036,general,0.9099039435386658
canteen,65,18,Все Хорошо,ru,pos,0.9573824405670166,general,0.8953853845596313
canteen,66,18,Все отлично,ru,pos,0.9808452129364014,general,0.9135158061981201
canteen,67,18,Всё нравиться,ru,pos,0.9810344576835632,general,0.7937203049659729
canteen,70,18,Спасибо вам за ваш труд,ru,pos,0.6095241904258728,general,0.5049542188644409
canteen,71,18,Нечего,ru,neg,0.7515584230422974,general,0.5503555536270142
canteen,72,18,Компот шай хлорка дәмі,kz,neu,0.6327294707298279,water,0.7426266074180603
canteen,74,18,Тамактар хлор татиды шайын ише алмайсыз.,ru,neu,0.7723932862281799,water,0.7146716117858887
canteen,77,18,Компот голимый хлор!,ru,neg,0.7515460848808289,water,0.67027348279953
canteen,81,18,"самая дешёвая еда, фруктов мало иногда не достается, в салатах много уксуса",ru,neg,0.7515970468521118,taste,0.6560273170471191
canteen,83,18,"Всё вкусно,- спасибо!",ru,pos,0.9809285998344421,general,0.79313725233078
canteen,84,18,"Можно добавить блюда из рыбы, наши любимые плов, лагман.",ru,pos,0.9778777360916138,taste,0.5836738348007202
canteen,86,18,Кешкі тамақтану 22:00 басталса дұрыс болар еді,kz,neu,0.49686044454574585,general,0.4568895697593689
canteen,93,18,"Кампот , шай және сұйық тамақта судың хлоры бар ішу мүмкін болмай қалады",kz,neu,0.468589723110199,water,0.7441020607948303
canteen,94,18,Спасибо,ru,pos,0.9623023271560669,general,0.7079015970230103
canteen,96,18,Все хорошо,ru,pos,0.9801375269889832,general,0.9017126560211182
canteen,100,18,Хорошое питание 🙏,ru,pos,0.9776806831359863,taste,0.6073787212371826
canteen,101,18,Қазақ дәстүрлі тағамдарын қосса мысал ет тағамы қуырдақ қойдың етінен,kz,neu,0.6089348196983337,taste,0.4295540452003479
canteen,104,18,Качество еды очень плохое. Было отравление.,ru,neg,0.7515589594841003,health,0.5786802172660828
canteen,105,18,Шәй хлорка татиды суға фильтр қойса жақсы болар еді,kz,neg,0.3675525188446045,water,0.7022900581359863
canteen,107,18,Все устраивает.,ru,pos,0.5993409156799316,general,0.7703153491020203
canteen,108,18,Еш қандай пікірім жоқ барі жақсы рахмет Алматы әуежайға,kz,neu,0.4133574366569519,other,0.39601123332977295
canteen,109,18,Всё отлично 👍,ru,pos,0.9809269905090332,general,0.9003268480300903
canteen,113,18,Все хорошо главное гигиена чтоб волос мух не добавляли,ru,pos,0.953038215637207,hygiene,0.609743595123291
canteen,116,18,Разнообразить меню по вторым и первым блюдам.,ru,neu,0.8021120429039001,menu,0.791250467300415
canteen,118,18,Разнообразить меню,ru,neu,0.8288647532463074,menu,0.7640552520751953
canteen,119,18,Не вкусно одно и тоже как попало,ru,neu,0.8162198662757874,portions,0.5817828178405762
canteen,122,18,Балық күні жиі болса екен. Вареники болса деймін,kz,neu,0.569208562374115,general,0.4853256940841675
canteen,123,18,Бывает изжога,ru,neg,0.7515169382095337,other,0.35622772574424744
canteen,125,18,Часто в блюдах выходят насекомые черви,ru,neu,0.8296636343002319,hygiene,0.5183804035186768
canteen,126,18,Шәй ішейіндесең хлор сасиды судан котлет жесең ежога тамақты басқалары жақсы,kz,neu,0.4369903802871704,water,0.731930136680603
canteen,127,18,Тамак мәзірін көбейтсе және порциясын,kz,neu,0.5085155367851257,water,0.49450868368148804
canteen,131,18,Сотиудники  раздатчицы столовой более вежлевее относились бы к сотрудником,ru,pos,0.6024385094642639,queue,0.4019842743873596
canteen,134,18,"По менше приправы и масло  добавлять  ,а то изжога",ru,neu,0.8295762538909912,portions,0.5932024717330933
canteen,139,18,"Тамактарыныз дамсиз ,асказан ауырады тамактардан кейин",ru,neg,0.7516266107559204,health,0.5569639205932617
canteen,160,18,"Тамақтары жақсы , компоттарының дәмі жоқ",kz,neg,0.4472482204437256,portions,0.5117092728614807
canteen,164,18,Чтоб тараканов в мантах не было,ru,neu,0.8285800218582153,hygiene,0.45753535628318787
canteen,166,18,Предлагаю добавить на гарнир тесто,ru,neg,0.7528493404388428,portions,0.5320181250572205
canteen,168,18,"Неприятный запах в столовой. 2 раза отравилась , болел желудок , от еды тошнит",ru,neg,0.751502275466919,health,0.6286870837211609
canteen,175,18,Урегулирования очереди и возможность забирать с собой,ru,neu,0.8290740251541138,queue,0.4379994571208954
canteen,176,18,Уменьшить количества  растительного масла .Добавить овощи,ru,neu,0.8201536536216736,portions,0.4214087724685669
canteen,180,18,Можно меню поменят,ru,neu,0.8292364478111267,menu,0.6481894254684448
canteen,184,18,Жок. Биринши тамак дурыс емес.озгерисиз.кунде Бир тамак,ru,pos,0.9577024579048157,portions,0.5383954048156738
canteen,185,18,"Пересмотреть меню . Дают одно и тоже . 
Каши и напитки пахнут хлоркой",ru,neg,0.7514586448669434,water,0.6936469078063965
canteen,188,18,Длинные очереди иногда постоишь в очереди минут 15-20. И подают обычно одни и те же блюда,ru,neu,0.7395609617233276,queue,0.474862277507782
canteen,189,18,много раз выходило мухы и тараканы в едах. салаты не свежие,ru,neu,0.8194785118103027,hygiene,0.5986313223838806
canteen,197,18,Меню разнообразить,ru,neu,0.8253835439682007,other,0.2897595167160034
canteen,201,18,Траванулся. Сильно. Мух и тараканов много.,ru,neu,0.691847562789917,hygiene,0.5370521545410156
canteen,204,18,Каждый день одной тоже не чисто бокалы чай вода с хлоркой меню одной и той же,ru,neu,0.7901919484138489,water,0.7251588106155396
canteen,207,18,Очень плохо,ru,neg,0.7516518235206604,other,0.3896849751472473
canteen,209,18,"Освежить меню,вода(чай,компот) отдаёт хлоркой",ru,neu,0.7936854362487793,water,0.8187383413314819
canteen,210,18,"В каше всегда какие-то личинки.
Еда постная",ru,neu,0.821520984172821,hygiene,0.5113877654075623
canteen,211,18,Хотелось бы более разнообразного меню,ru,neu,0.8278956413269043,menu,0.7439965605735779
canteen,222,18,"Тамақты кунде 1 меню емес, кішкене болсын өзертсениздер, су қатты хлор шығады😢",kz,neg,0.7542544603347778,water,0.6318137645721436
canteen,223,18,тамактары дамди,ru,neu,0.826205313205719,portions,0.6442784070968628
canteen,229,18,"почему блюда из фарша ,(орома ,котлеты ,манты ) все время красное?,вкус мясо ужасное",ru,neg,0.7514534592628479,taste,0.594852089881897
canteen,235,18,Нужна микроволновка,ru,neu,0.8294515609741211,other,0.24126382172107697
canteen,243,18,Оте жаксы,ru,neg,0.7509863972663879,portions,0.44538015127182007
canteen,250,18,Разнообразить меню,ru,neu,0.8288647532463074,menu,0.7640552520751953
canteen,252,18,"Разнообразие еды, постоянно одно и тоже, котлеты не возможно есть",ru,neu,0.7652295231819153,taste,0.566552996635437
canteen,260,18,"В ночную смену еда   не свежая.
Бывали отравление у сотрудников.",ru,neu,0.8129599690437317,queue,0.45508837699890137
canteen,261,18,Бывает очень не вкусно,ru,neu,0.8240389227867126,portions,0.5439155101776123
canteen,263,18,Ұсыныс жоқ,kz,neg,0.6044517755508423,portions,0.4727916419506073
canteen,266,18,"На СВХ мало место ,компот с хлоркой отдаёт.",ru,neu,0.6983162760734558,water,0.5046748518943787
canteen,278,18,Спасибо большое.,ru,pos,0.9580782055854797,general,0.6470355987548828
canteen,280,18,"Хочу выразить благодарность нашему призеденту аэропорта, Рахмет,что делайте для нас,",ru,pos,0.9795181155204773,general,0.4209442138671875
canteen,281,18,Перестал кушать после нахождения в еде посторонних предметов животного происхождения,ru,neu,0.8301210403442383,hygiene,0.4970845580101013
canteen,285,18,Все нормально.,ru,pos,0.8564051985740662,general,0.8906576633453369
canteen,296,18,Бірінші тамақ еш өзгермейді,kz,neg,0.519659698009491,portions,0.6121212244033813
canteen,302,18,Благодарим всех поворов за вкусные обеды,ru,neu,0.8296574950218201,taste,0.5304038524627686
canteen,307,18,В еде находят червей и насекомых,ru,neu,0.8299093246459961,hygiene,0.5333351492881775
canteen,315,18,Разнообразное меню,ru,neu,0.7585538625717163,menu,0.7481728792190552
canteen,316,18,Рыбу в рационе раз в неделю,ru,neu,0.8298654556274414,portions,0.44469761848449707
canteen,318,18,Ас мәзірін әр түрлі қылу,kz,neu,0.5626745223999023,other,0.29958483576774597
canteen,323,18,"Хотелось бы восточной, и местной еды больше. А также разнообразие десертов в плане правильного питания",ru,neu,0.8067073822021484,menu,0.6894923448562622
canteen,326,18,Все отлично,ru,pos,0.9808452129364014,general,0.9135158061981201
canteen,327,18,"Компот и чай пить не возможно, как будто вода из под крана со вкусом накипи",ru,neu,0.8150567412376404,water,0.6868531107902527
canteen,329,18,Увеличить время приёма пищи. С 11.00 до 15.00,ru,neu,0.8194827437400818,queue,0.4198554754257202
canteen,330,18,Разнообразие и увеличить время работы до 15:00,ru,neu,0.8297361135482788,queue,0.5041036009788513
canteen,342,18,больше разнообразии,ru,neu,0.8246967792510986,other,0.3780305087566376
canteen,349,18,Часто в еде находятся черви и другие насекомые,ru,neu,0.8270697593688965,hygiene,0.5006833672523499
canteen,350,18,Разнообразить меню!!!!!,ru,neu,0.8276723027229309,menu,0.6744582056999207
canteen,352,18,"Одбразно, перевалено, без вкусно",ru,pos,0.5940633416175842,portions,0.6086241006851196
canteen,356,18,"Разнообразить блюда, чувствуется вкус хлорки",ru,neu,0.8155975341796875,water,0.7082758545875549
canteen,358,18,очень вкусно,ru,pos,0.9810422658920288,general,0.5336298942565918
canteen,362,18,Мне все нравится,ru,pos,0.9747785329818726,general,0.6220482587814331
canteen,364,18,Один раз муху нашел! А так все отлично!,ru,pos,0.9782243371009827,general,0.6487590670585632
canteen,369,18,Тамақтарда разнообразие жоқ.,kz,neg,0.5883586406707764,other,0.37969470024108887
canteen,370,18,Разнообразия нужно,ru,neu,0.8292369842529297,other,0.32714229822158813
canteen,373,18,Все вкусно,ru,pos,0.980204164981842,general,0.6438934206962585
canteen,376,18,Вода с чайника и кампот с прифкусом немогу их пить,ru,neg,0.7514747977256775,water,0.6382280588150024
canteen,381,18,Поменяйте меню,ru,neg,0.7516419887542725,menu,0.6046650409698486
canteen,382,18,Меню одно и тоже,ru,neu,0.8284966349601746,general,0.48563152551651
canteen,391,18,"Тіпті бәліштер мен жеміс жидектер жақсы,қалғандары нашар.",kz,neg,0.4546509385108948,hygiene,0.49598920345306396
canteen,392,18,Вода для чая хлорированная,ru,neg,0.7516087889671326,water,0.8073924779891968
canteen,395,18,"Дополнительно к напиткам, добавить кефир",ru,neu,0.8297350406646729,portions,0.5203458070755005
canteen,400,18,Все хорошо,ru,pos,0.9801375269889832,general,0.9017126560211182
canteen,403,18,Рыбы нет,ru,neg,0.751476526260376,portions,0.4067956209182739
canteen,405,18,Разнобразное меню.,ru,neg,0.7515936493873596,menu,0.7501446604728699
canteen,410,18,Компоты слабые,ru,neu,0.828579306602478,portions,0.4527645707130432
canteen,411,18,Побольше фруктов и овощей пожалуйста,ru,neu,0.8293262124061584,menu,0.578143835067749
canteen,414,18,Не добавлять специи для супов,ru,neu,0.829646110534668,portions,0.4816887378692627
canteen,422,18,"Всегда макароны и рис, можно же разнообразно готовить",ru,neu,0.8169096112251282,taste,0.5526236891746521
canteen,423,18,Менять меню,ru,neg,0.7515351176261902,menu,0.6237002611160278
canteen,428,18,Вода в титанах для чая захлорирована уже где-то  два  месяца,ru,neu,0.8217462301254272,water,0.4739847183227539
canteen,429,18,Всё отлично,ru,pos,0.9809096455574036,general,0.9099039435386658
canteen,430,18,Кампот бывает не вкусной вода с хлоркой,ru,neu,0.8134413957595825,water,0.8154167532920837
canteen,431,18,"Хотелось бы больше полезной еды, фрукты , овощи, зелени.",ru,pos,0.8497419953346252,menu,0.6371416449546814
canteen,435,18,"Компоты и чай пить не возможно,очень пахнет хлоркой",ru,neu,0.8314316868782043,water,0.8367512226104736
canteen,437,18,Выражаю Благодарю Руководству ALA и персоналу столовой!,ru,neu,0.745835542678833,general,0.5070476531982422
canteen,438,18,"Сұйық тамақтың түрің көбейтсе,су хлоркасыз болса,дәмдеуіштерді азайтса,менюді көбейтсе,",kz,neu,0.43770918250083923,water,0.5660641193389893
canteen,439,18,По больше первой блюды борщь можно каждый день. Специи поменьше.,ru,neu,0.8002822399139404,portions,0.6768480539321899
canteen,442,18,"Разнообразие гарнира, кроме риса",ru,neu,0.829936146736145,taste,0.4566534459590912
canteen,443,18,Каждый раз одно тоже кормить макорон рис,ru,neu,0.8283049464225769,portions,0.42576220631599426
canteen,444,18,фруктовый салат,ru,neg,0.7515332102775574,taste,0.6150949597358704
canteen,445,18,Кампок в хлопке...,ru,neu,0.803846001625061,portions,0.4563818573951721
canteen,447,18,"По большому счету все хорошо, немного увеличить бы разнообразие блюд",ru,pos,0.8723128437995911,menu,0.6722555160522461
canteen,448,18,Разнообразить меню,ru,neu,0.8288647532463074,menu,0.7640552520751953
canteen,450,18,"Порций по болье и по в котлетах меньше спецы, кипяток без вкуса хлора",ru,neu,0.8205575942993164,water,0.6563388109207153
canteen,451,18,Всё хорошо,ru,pos,0.9807606935501099,general,0.8986831903457642
canteen,452,18,"Шайдан ,кампоттан хлор дамі қатты шығады.",kz,neu,0.555955708026886,water,0.7053947448730469
canteen,460,18,Побольше разнообразие блюд,ru,neu,0.8277209401130676,menu,0.7989000678062439
canteen,462,18,Не вкусная еда,ru,neu,0.8237470388412476,taste,0.6850810050964355
canteen,463,18,Только слова благодарности всему персоналу столовой.,ru,pos,0.9812880754470825,general,0.5147180557250977
canteen,464,18,Компот с хлоркой,ru,neu,0.8294835090637207,water,0.6626717448234558
canteen,465,18,"В столовой чувствуется запах мойки посуды, не совсем приятный.в первые дни не было",ru,pos,0.9799428582191467,hygiene,0.5041768550872803
canteen,466,18,Рахмет,ru,neg,0.7515041828155518,other,0.3650466203689575
canteen,468,18,Бәрі жақсы,kz,pos,0.5791054964065552,general,0.7782223224639893
canteen,471,18,Отличный столовая,ru,pos,0.9743409752845764,menu,0.4634537100791931
canteen,473,18,"Первые блюда холодные,прошу установить микроволновку.И больше фруктов",ru,neu,0.8243009448051453,taste,0.5036307573318481
canteen,476,18,Разнообразить  меню.  В еду и компот наливать чистую воду.  А не из под  крана.,ru,neu,0.7856824994087219,menu,0.6407021284103394
canteen,478,18,Наливать в еду и компот чистую воду.  А не из под крана.,ru,neu,0.684302806854248,water,0.595134973526001
canteen,479,18,"В ночную смену пищу и компот привозят не свежий, обеденный остатки",ru,neu,0.8263078331947327,portions,0.6188042759895325
canteen,480,18,Чай и компот.вода с хлоркой . иногда пить не возможно.,ru,neu,0.8281620144844055,water,0.8035843372344971
canteen,488,18,"Всё очень вкусно,  небольшое но есть, разнообразие блюд, а так в целом всё очень хорошо",ru,pos,0.9753589630126953,taste,0.7273776531219482
canteen,489,18,Қол жуған жерге қағаз сүлгі койса жақсы болар еді,kz,neu,0.3621223568916321,general,0.4066677689552307
canteen,490,18,Отлично,ru,pos,0.9649509191513062,general,0.78003990650177
canteen,492,18,В выходные дни и ночную смену открывать 2 входа.,ru,neu,0.611474871635437,other,0.23918278515338898
canteen,493,18,Нормально,ru,pos,0.6443888545036316,general,0.83306485414505
canteen,494,18,Все устраивает,ru,neu,0.8252975940704346,general,0.7000669836997986
canteen,496,18,Всё отлично,ru,pos,0.9809096455574036,general,0.9099039435386658
canteen,497,18,Все отлично,ru,pos,0.9808452129364014,general,0.9135158061981201
canteen,498,18,Все отлично,ru,pos,0.9808452129364014,general,0.9135158061981201
canteen,501,18,Диетических и парных обедов к примеру пельмени манты. Ранше были молчки шас пропали.,ru,neu,0.5118033289909363,portions,0.6759638786315918
canteen,502,18,Хлорки очень много добавляют,ru,neu,0.8066441416740417,portions,0.5164977312088013
canteen,504,18,"Вообще не нравиться, после питания болит живот",ru,neg,0.7515252828598022,health,0.6091036796569824
canteen,509,18,Меню однообразное,ru,neg,0.7515330910682678,general,0.4419911205768585
canteen,516,18,Было бы хорошо если меню поменялось каждый день,ru,neg,0.7515804171562195,menu,0.5837580561637878
canteen,523,18,Каждый день одно и тоже,ru,neu,0.8249704241752625,other,0.3493993878364563
canteen,524,18,Нормально,ru,pos,0.6443888545036316,general,0.83306485414505
canteen,526,18,"В последнее время еда испортилась, вода хлорка, компоты пить невозможно.",ru,neu,0.8177931308746338,water,0.5855048894882202
canteen,528,18,Все нормально,ru,pos,0.8597316741943359,general,0.8859142065048218
canteen,533,18,Усилить контроль за качеством еды,ru,neu,0.8295955657958984,menu,0.580884575843811
canteen,535,18,Слишком много сотрудников из-за чего приходится стоять в очереди,ru,neu,0.8251643180847168,queue,0.6707128882408142
canteen,538,18,Не ем в столовой,ru,neu,0.8287234306335449,portions,0.48744308948516846
canteen,539,18,Не хватает на второй поток подлива,ru,neu,0.8032461404800415,other,0.3665614724159241
canteen,543,18,Бари жаксы,ru,neg,0.7500260472297668,general,0.4250901937484741
canteen,545,18,"Котлеты сырые, недожаренные, кампот хлорка невозможно пить, везде добавляют окорочка",ru,neg,0.751484215259552,water,0.7065072059631348
canteen,547,18,Нужно всё менять,ru,neu,0.8289682865142822,other,0.314606249332428
canteen,558,18,13:00-13:30 тамакка барсан столовая почти пустой болып турады. Ештене жок деп айтады. Как это?,ru,neg,0.7508320212364197,portions,0.5793999433517456
canteen,560,18,Вкусную еду,ru,pos,0.7277524471282959,taste,0.7237033843994141
canteen,563,18,Рацион слабоват,ru,neu,0.8285380601882935,portions,0.5258041024208069
canteen,569,18,"Частота, воду кипятить пожалуйста хлоркой отдаёт очень сильно",ru,neu,0.7021478414535522,water,0.6460709571838379
canteen,576,18,"В летний период увеличить объем компота(дают только 1 бакал, хотелось бы 2 бакала)",ru,neu,0.8015744686126709,other,0.3484255075454712
canteen,577,18,Менюды өзгертсе,kz,neu,0.5329042077064514,other,0.30352795124053955
canteen,581,18,Манта тамагын меню га косса,ru,neu,0.8294779658317566,menu,0.6249626874923706
canteen,582,18,Отзывов и предложений не имею. Спасибо за опрос.,ru,neu,0.8191361427307129,other,0.350981205701828
canteen,584,18,"Хлорка, изжога после еды",ru,neu,0.5045790672302246,taste,0.588863730430603
canteen,587,18,"Хлорка на каше и на компоте,  Компот как вода, изжога после питание",ru,neu,0.7977966070175171,water,0.6384258270263672
canteen,591,18,Изжога,ru,neu,0.8209446668624878,other,0.3489985167980194
canteen,592,18,Одни и те же специи на всех блюдах.разберитесь,ru,neu,0.8080491423606873,taste,0.6956482529640198
canteen,593,18,Много специй,ru,neu,0.8292930126190186,taste,0.5222679972648621
canteen,594,18,Очень много приправы.в блюдах,ru,neu,0.8250777721405029,taste,0.7329531908035278
canteen,595,18,"Компот, кашасы хлор татиды, 
Тамағы, десерті басына жетсе аяғына жетпейді. 
Тамақтары суық",kz,neu,0.47252219915390015,portions,0.6378219127655029
canteen,596,18,Кунделикти Бир тамак тауыкпен макарон кешкедейин,ru,neu,0.8002768754959106,taste,0.617162823677063
canteen,598,18,Көбірек ет салса суптарга,kz,neu,0.5241986513137817,taste,0.6829809546470642
canteen,599,18,Вкус компота был хлором. Несколько раз.Если чуть опоздывал то еды не хватало.,ru,neg,0.7515209913253784,water,0.5725996494293213
canteen,600,18,Кампот без вкусный много вады туда добавляют и портций 2-го блюдо маловато,ru,neu,0.8111701011657715,portions,0.7091099619865417
canteen,603,18,"Чай, компоты, с привкусом хлорки",ru,neu,0.5682543516159058,water,0.7326289415359497
canteen,604,18,"Увеличить порцию, вода не должна быть хлорированной не возможно пить чай",ru,neg,0.7515040040016174,water,0.7342582941055298
canteen,605,18,желает лучшего,ru,neu,0.8293111324310303,general,0.44879552721977234
canteen,613,18,Нормально,ru,pos,0.6443888545036316,general,0.83306485414505
canteen,616,18,Пока нет,ru,neg,0.7514777183532715,other,0.29844409227371216
canteen,620,18,Манты делать чаще,ru,neu,0.8227365016937256,queue,0.4917280077934265
canteen,621,18,Чай Кампом суп хлор,ru,neu,0.8277081251144409,water,0.695881724357605
canteen,622,18,"Котлеты сырые, компот хлорка",ru,neu,0.8205289244651794,water,0.7244002819061279
canteen,625,18,"В каше, компоте, супе замечается вкус хлорки.  В еде также замечались волосы",ru,neu,0.6737708449363708,taste,0.6507378816604614
canteen,626,18,"Компоты, супы, каши со вкусом хлорки",ru,neu,0.8300812244415283,water,0.6697163581848145
canteen,629,18,"Хотелось бы чтобы готовили вкусно , компот и чай без вкуса хлорки.",ru,pos,0.9542579650878906,water,0.6241106986999512
canteen,630,18,"Хотелось бы чтобы готовили вкусно,чай и компот без вкуса хлорки и без тараканов и червяков",ru,pos,0.9445587992668152,taste,0.5992146134376526
canteen,631,18,"Котлеты сырые, компот и чай хлорка пить невозможно.",ru,neg,0.7515534162521362,water,0.6347427368164062
canteen,632,18,Постоянно однообразная еда просьба внести поправку в изменении меню!!!,ru,neg,0.7515731453895569,menu,0.6831202507019043
canteen,635,18,Бәрі көңілімнен шықты,kz,neg,0.6237061619758606,general,0.44157928228378296
canteen,637,18,"Просим ввести в меню почаще манты,плов, рыбу",ru,neu,0.8297508955001831,menu,0.6534714698791504
canteen,641,18,"Хотелось бы чтобы готовили вкусно, компоты и чай без вкуса хлорки",ru,pos,0.9517526626586914,water,0.652344286441803
canteen,642,18,"Прошу установить микволновки, так как еда иногда на горячая и ее нужно подогреть",ru,neu,0.7754224538803101,other,0.3977457880973816
canteen,643,18,В ночное время к 01:00 со всем не остается выбора.ежедневно на гарнир только рис и макароны.,ru,neu,0.8111370801925659,portions,0.47301968932151794
canteen,644,18,Бастапқы кезде балық беретін қазір жоқ ас мәзіріне балықты қайта қосса екен,kz,neu,0.46657198667526245,other,0.3525313138961792
canteen,645,18,Бәрі жақсы!,kz,pos,0.8306130766868591,general,0.7562170028686523
canteen,647,18,Разнобразие,ru,neg,0.7516762614250183,other,0.3050590753555298
canteen,651,18,"Приправа көп салады,изжога береді.кейде нан қатып қалған болады.қайнаған судан хлордың исі шығады.",kz,neg,0.697659969329834,water,0.6373752355575562
canteen,652,18,"Разнобразие чтобы было, качество блюд хромает",ru,neu,0.7738166451454163,taste,0.7149858474731445
canteen,653,18,Бәрі жақсы,kz,pos,0.5791054964065552,general,0.7782223224639893
canteen,654,18,Керемет,ru,neu,0.8287199139595032,other,0.30041074752807617
canteen,655,18,"Все супер, спасибо",ru,pos,0.9802806973457336,general,0.9024851322174072
canteen,656,18,Я бы предложил воду для чая поменять. Вода на вкус очень хлоромированая.,ru,neg,0.7514745593070984,water,0.7860709428787231
canteen,660,18,котлеты сырые,ru,neu,0.828590989112854,hygiene,0.42873692512512207
canteen,661,18,"Кампот,чай,хлорированный пить невозможно ,а всё остальное норм",ru,neg,0.7514939308166504,water,0.5715908408164978
canteen,662,18,"Питание однообразные, компот вода, мясо только курица, салат часто кислый",ru,neg,0.7515197992324829,taste,0.7480952739715576
canteen,664,18,Көбірек ет тағамдар болса,kz,neu,0.3806587755680084,taste,0.6854968667030334
canteen,668,18,TAV Super,ru,neu,0.8247480988502502,other,0.2505472004413605
canteen,670,18,Уделить особое внимание на чай и напитки,ru,neu,0.7033900618553162,water,0.5205028057098389
canteen,672,18,Компот вкус накипа,ru,neu,0.8291990756988525,taste,0.536255955696106
canteen,673,18,"Меня всё устраивает !
Благодарю, ВАС!",ru,neu,0.8247028589248657,general,0.8075653910636902
canteen,675,18,"Тамаққа томптты тым көп қосады ,кампот Су татиды .",kz,neu,0.5011216998100281,portions,0.41761356592178345
canteen,684,18,"Компот и чай часто пахнут хлоркой,  да так ,что практически пить невозможно!",ru,neg,0.7514817118644714,water,0.8389937877655029
canteen,686,18,Успехов и процветания!,ru,pos,0.9809437394142151,general,0.4646061062812805
canteen,688,18,"Хочется разнообразия. Манты , лагман , пельменей и беш",ru,neu,0.8033280968666077,menu,0.6488431692123413
canteen,691,18,Грязные столы,ru,neg,0.7515016794204712,hygiene,0.5360126495361328
canteen,693,18,Качество еды и разнообразие желает быть лучше,ru,neu,0.8284839391708374,menu,0.6676474809646606
canteen,694,18,"Чай, сок вкус хлорки, еда однообразная только курица, еда острая.",ru,neu,0.8212562799453735,taste,0.7210107445716858
canteen,698,18,В ночной смене после приема пищи всегда бывает изжога. А так в остальном все нормально,ru,pos,0.952793538570404,health,0.4029481112957001
canteen,701,18,"Дәмсіз, хлордың дәмі шығып тұрады, кампот іше алмайсың,",kz,neg,0.7463258504867554,water,0.5623584389686584
canteen,703,18,Все хорошо,ru,pos,0.9801375269889832,general,0.9017126560211182
canteen,704,18,Меню менять,ru,neu,0.8296830654144287,other,0.3315688967704773
canteen,706,18,Воняет хлоркой после еды изжога будет сложно переворит еду,ru,neu,0.6467685699462891,water,0.6207271814346313
canteen,707,18,Все норм,ru,pos,0.9582861661911011,general,0.5557442903518677
canteen,708,18,Хорошо.,ru,pos,0.9560633897781372,general,0.7955797910690308
canteen,711,18,"Еда однообразное, иногда очень соленая",ru,neg,0.7516478300094604,taste,0.7237564921379089
